A7J11_00087.NG_047055.1	1	0	.	.	aminoglycoside O-phosphotransferase APH(2'')-Ia
A7J11_00131.NG_047210.1	1	0	.	.	bifunctional aminoglycoside N-acetyltransferase AAC(3)-Ib/aminoglycoside N-acetyltransferase AAC(6')-Ib''
A7J11_01145.NG_047212.1	1	0	.	.	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia
A7J11_01233.NG_047213.1	1	0	.	.	bifunctional aminoglycoside N-acetyltransferase AAC(6')-30/aminoglycoside N-acetyltransferase AAC(6')-Ib'
A7J11_01418.NG_047214.1	1	0	.	.	bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ij/aminoglycoside N-acetyltransferase AAC(6')-Ib
A7J11_02128.NG_047216.1	1	0	.	.	bifunctional class C beta-lactamase/class D beta-lactamase fusion protein LRA-13
A7J11_02307.NG_047217.1	1	0	.	.	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia
A7J11_02581.NG_047218.1	1	0	.	.	bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid
A7J11_04270.NG_051910.1	1	0	.	.	bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ia/aminoglycoside N-acetyltransferase AAC(6')-IIa
A7J11_04295.NG_052052.1	1	0	.	.	bifunctional type B-3 chloramphenicol O-acetyltransferase CatB8/aminoglycoside N-acetyltransferase AAC(6')-Ib
A7J11_04464.NG_052372.1	1	0	.	.	bifunctional putative esterase EstX/streptothricin N-acetyltransferase Sat1
A7J11_05882.NG_062220.1	1	0	.	.	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2
A7J11_05910.NG_062248.1	1	0	.	.	bifunctional AAC(6')-Ie family aminoglycoside N-acetyltransferase/APH(2'') family aminoglycoside O-phosphotransferase
aacA10.NG_052119.1	1	0	.	.	AAC(6')-I family aminoglycoside 6'-N-acetyltransferase
aacA16.NG_052380.1	1	0	.	.	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16
aacA32.NG_052208.1	1	0	.	.	AacA4 family aminoglycoside N(6')-acetyltransferase
aacA34.NG_047319.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA34
aacA34.NG_052286.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA34
aacA35.NG_047269.1	1	0	.	.	AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35
aacA37.NG_047320.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA37
aacA38.NG_052056.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA38
aacA40.NG_047271.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA40
aacA43.NG_047321.1	1	0	.	.	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aacA43.NG_052295.1	1	0	.	.	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aacA43.NG_052508.1	1	0	.	.	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aacA47.NG_052259.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA47
aacA48.NG_052025.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag
aacA49.NG_052026.1	1	0	.	.	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49
aacA56.NG_051492.1	1	0	.	.	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56
aacA57_2.NG_052083.1	1	0	.	.	aminoglycoside N-acetyltransferase AAC(6')-Ian
aacA8.NG_052107.1	1	0	.	.	aminoglycoside 6'-N-acetyltransferase AacA8
aac_2___IIa.NG_047225.1	1	0	.	.	kasugamycin N-acetyltransferase AAC(2')-IIa
aac_2___IIb.NG_055672.1	1	0	.	.	kasugamycin N-acetyltransferase AAC(2')-IIb
aac_2___Ia.NG_047226.1	1	0	.	.	aminoglycoside N-acetyltransferase AAC(2')-Ia
aac_2___Ib.NG_047227.1	1	0	.	.	aminoglycoside N-acetyltransferase AAC(2')-Ib
aac_2___Ic.NG_047229.1	1	0	.	.	aminoglycoside N-acetyltransferase AAC(2')-Ic
aac_2___Id.NG_047230.1	1	0	.	.	aminoglycoside N-acetyltransferase AAC(2')-Id
aac_2___Ie.NG_050581.1	1	0	.	.	aminoglycoside N-acetyltransferase AAC(2')-Ie
aac_3__I.NG_047232.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047233.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047234.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047235.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047236.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047237.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047238.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047239.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_047240.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_052479.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__I.NG_052489.1	1	0	.	.	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
aac_3__II.NG_047231.1	1	0	.	.	AAC(3)-II family aminoglycoside N-acetyltransferase
